OBJECTNUMMER;Detail;Locatie;Knelpuntnummer;Type_knelpunt;Beschrijving_knelpunt;Diersoorten;Type_oplossing;Beschrijving_oplossing;Beheergebied;Geschatte_kosten;Jaar_realisatie;Status;Foto;SELECTIE;FILTER;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
360;"109a.jpg";"Vrije Geer";"NW109";"Weg";"";"Amfibieën - Kleine zoogdieren";"Faunapassage";"Faunatunnel";"Nieuw-West";"";0;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(4.7999408,52.3459136)";"POINT(52.3459136,4.7999408)";"4,7999408";"52,3459136";
361;"110.jpg";"Vrije Geer";"NW110";"Weg";"";"Amfibieën - Kleine zoogdieren";"Faunapassage";"Faunatunnel";"Nieuw-West";"";0;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(4.7991202,52.3442656)";"POINT(52.3442656,4.7991202)";"4,7991202";"52,3442656";
362;"111.jpg";"Vrije Geer";"NW111";"Weg";"";"Amfibieën - Kleine zoogdieren";"Faunapassage";"Faunatunnel";"Nieuw-West";"";0;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(4.7978442,52.3432967)";"POINT(52.3432967,4.7978442)";"4,7978442";"52,3432967";
363;"";"Louwesweg x C.Plantijpad";"NW121";"Brug";"Brug 1814";"Amfibieën - Kleine zoogdieren";"Faunapassage";"Brug voorzien van faunarichel";"Nieuw-West";"";2017;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(4.8207905,52.3464345)";"POINT(52.3464345,4.8207905)";"4,8207905";"52,3464345";
364;"";"Nieuwemeerpad x A4";"NW125";"Viaduct";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Onderdoorgang";"Schanskorven";"Nieuw West/RWS";"";0;"Gerealiseerd";"P1010635 - kopie.JPG";"ONDER";"GEREALISEERD";"POINT(4.8284051,52.3386008)";"POINT(52.3386008,4.8284051)";"4,8284051";"52,3386008";
365;"";"Sloot A4 x C. Plantijnpad";"NW116";"Weg";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"";"Nieuw-West";"";2015;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(4.8215702,52.3378035)";"POINT(52.3378035,4.8215702)";"4,8215702";"52,3378035";
366;"";"C.Palantijnpad X A4";"NW117";"Viaduct";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Onderdoorgang";"Loopstrook";"Nieuw-West";"";0;"Gerealiseerd";"";"ONDER";"GEREALISEERD";"POINT(4.82149,52.3385626)";"POINT(52.3385626,4.82149)";"4,82149";"52,3385626";
367;"";"Ringvaart X Oude Haagseweg";"NW115";"Viaduct";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Onderdoorgang";"Stortstenen langs oeverrand";"Nieuw-West";"";2019;"In de planning";"";"ONDER";"INGEPLAND";"POINT(4.806684,52.331723)";"POINT(52.331723,4.806684)";"4,806684";"52,331723";
368;"";"Anderlechtlaan x Oprit A4";"NW113";"Weg";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"Duiker met looprichel aan beide zijden";"Stadsdeel Nieuw-West";"";0;"Op termijn";"";"PASSAGE";"OP_TERMIJN";"POINT(4.814184,52.33758)";"POINT(52.33758,4.814184)";"4,814184";"52,33758";
369;"";"Alberdagracht X brug 619";"NW118";"Brug";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"";"Nieuw-West";"";0;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.8088462,52.3804595)";"POINT(52.3804595,4.8088462)";"4,8088462";"52,3804595";
370;"";"Alberdagracht X N. v. Wehlstraat Brug 626";"NW119";"Brug";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"";"Nieuw-West";"";0;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.8101551,52.3805434)";"POINT(52.3805434,4.8101551)";"4,8101551";"52,3805434";
371;"";"Albardagracht";"NW120";"Brug";"Brug 651 ";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"2x Faunarichel";"Nieuw-West";"";0;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.8120859,52.3807456)";"POINT(52.3807456,4.8120859)";"4,8120859";"52,3807456";
372;"";"Plesmanlaan";"NW105";"Weg";"";"Amfibieën";"Faunapassage";"Nattepassage";"Nieuw-West";"";0;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(4.7961638,52.3458563)";"POINT(52.3458563,4.7961638)";"4,7961638";"52,3458563";
373;"";"Slotervaart-Plesmanlaan";"NW106";"Walkant";"";"Amfibieën - Kleine zoogdieren";"Faunapassage";"Loopbalk";"Nieuw-West";"";0;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(4.7946408,52.3445365)";"POINT(52.3445365,4.7946408)";"4,7946408";"52,3445365";
374;"";"Australiehavenweg over NS spoor";"NW86";"Australiehavenweg over NS spooriaduct";"";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Onderdoorgang";"Loopstrookzand";"Nieuw-West";"";0;"Gerealiseerd";"2016 Faunapassages 23 nov 059 - kopie.JPG";"ONDER";"GEREALISEERD";"POINT(4.801717,52.3857085)";"POINT(52.3857085,4.801717)";"4,801717";"52,3857085";
377;"";"A10 x Postjesweg";"NW126";"Viaduct";"";"Kleine zoogdieren";"Faunagoot";"Het viaduct voorzien van faunagoten.";"Nieuw-West";"";0;"Op termijn";"nw126 - kopie.JPG";"GOOT";"OP_TERMIJN";"POINT(4.8423841,52.3641097)";"POINT(52.3641097,4.8423841)";"4,8423841";"52,3641097";
378;"";"A10-Nachtwachtlaan";"NW127";"Viaduct";"";"Kleine zoogdieren";"Faunagoot";"Het viaduct voorzien van faunagoten.";"Nieuw-West";"";0;"Op termijn";"g 037 - kopie.JPG";"GOOT";"OP_TERMIJN";"POINT(4.842406,52.363114)";"POINT(52.363114,4.842406)";"4,842406";"52,363114";
379;"";"Nieuwemeerpad";"NW128";"";"";"Grote zoogdieren";"Wildrooster";"";"Nieuw-West, Oeverlanden";"";0;"Gerealiseerd";"";"WILD";"GEREALISEERD";"POINT(4.8294709,52.3374678)";"POINT(52.3374678,4.8294709)";"4,8294709";"52,3374678";
380;"";"Riekerweg";"NW129";"";"";"Grote grazers";"Wildrooster";"";"Nieuw-West";"";0;"Gerealiseerd";"";"WILD";"GEREALISEERD";"POINT(4.831269,52.3375022)";"POINT(52.3375022,4.831269)";"4,831269";"52,3375022";
381;"";"Riekerweg";"NW130";"";"";"Grote grazers";"Wildrooster";"";"Nieuw-West";"";0;"Gerealiseerd";"";"WILD";"GEREALISEERD";"POINT(4.8310392,52.3360755)";"POINT(52.3360755,4.8310392)";"4,8310392";"52,3360755";
382;"";"Riekerweg";"NW131";"";"";"Grote grazers";"Wildrooster";"";"Nieuw-West";"";0;"Gerealiseerd";"";"WILD";"GEREALISEERD";"POINT(4.8321502,52.3326499)";"POINT(52.3326499,4.8321502)";"4,8321502";"52,3326499";
383;"";"Anton Schleperspad ";"NW132";"";"";"Grote grazers";"Wildrooster";"";"Nieuw-West";"";0;"Gerealiseerd";"";"WILD";"GEREALISEERD";"POINT(4.8181841,52.3359953)";"POINT(52.3359953,4.8181841)";"4,8181841";"52,3359953";
384;"";"Anton Schleperspad ";"NW133";"";"";"Grote grazers";"Wildrooster";"";"Nieuw-West";"";0;"Gerealiseerd";"";"WILD";"GEREALISEERD";"POINT(4.8281071,52.3353736)";"POINT(52.3353736,4.8281071)";"4,8281071";"52,3353736";
385;"nw104.jpg";"Slotervaart X Baden Powellweg";"NW104";"Brug";"";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Faunarichel aan beide zijden brug";"Nieuw-West";"";2017;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.797602,52.348114)";"POINT(52.348114,4.797602)";"4,797602";"52,348114";
386;"";"Plesmanlaan x Badenpowellweg";"NW134";"";"";"Kleine zoogdieren";"Fauna uittreedplaats (FUP)";"";"Nieuw-West";"";0;"Gerealiseerd";"";"FUP";"GEREALISEERD";"POINT(4.7973449,52.3478629)";"POINT(52.3478629,4.7973449)";"4,7973449";"52,3478629";
387;"";"Frankfurtersingel x Baden Powellweg";"NW135";"";"";"Kleine zoogdieren";"Fauna uittreedplaats (FUP)";"";"Nieuw-West";"";0;"Gerealiseerd";"";"FUP";"GEREALISEERD";"POINT(4.7969911,52.3480155)";"POINT(52.3480155,4.7969911)";"4,7969911";"52,3480155";
388;"";"Frankfurtersingel";"NW136";"";"";"Kleine zoogdieren";"Fauna uittreedplaats (FUP)";"";"Nieuw-West";"";0;"Gerealiseerd";"";"FUP";"GEREALISEERD";"POINT(4.796283,52.3474776)";"POINT(52.3474776,4.796283)";"4,796283";"52,3474776";
389;"";"Plesmanlaan";"NW137";"";"";"Kleine zoogdieren";"Fauna uittreedplaats (FUP)";"Beide zijde van de loopbalk";"Nieuw-West";"";0;"Gerealiseerd";"";"FUP";"GEREALISEERD";"POINT(4.7948339,52.3445365)";"POINT(52.3445365,4.7948339)";"4,7948339";"52,3445365";
390;"";"Tom Schreursweg";"NW139";"";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"";"Nieuw-West";"";2012;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(4.7653782,52.3811728)";"POINT(52.3811728,4.7653782)";"4,7653782";"52,3811728";
391;"";"Joris van den Berghweg";"NW140";"";"";"Amfibieën - Kleine zoogdieren";"Faunapassage";"Buis";"Nieuw-West";"";2012;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(4.7820241,52.3764083)";"POINT(52.3764083,4.7820241)";"4,7820241";"52,3764083";
392;"";"Onderdoorgang  A9";"Di12";"snelweg";"groot viaduct zonder dekking";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Onderdoorgang";"neerleggen van grote keien";"RWS en  gemeente Diemen";"";2017;"Gerealiseerd";"";"ONDER";"GEREALISEERD";"POINT(5.0148561,52.3302695)";"POINT(52.3302695,5.0148561)";"5,0148561";"52,3302695";
393;"";"snelweg A9";"Di13";"viaduct ";"viaduct zonder dekking ";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Onderdoorgang";"het plaasten van grote keien";"RWS en gemeente Weesp";"";2017;"Gerealiseerd";"";"ONDER";"GEREALISEERD";"POINT(5.0171692,52.3308341)";"POINT(52.3308341,5.0171692)";"5,0171692";"52,3308341";
396;"";"Seineweg";"Nw141";"autoverkeer";"veel autoverkeer";"Amfibieën - Kleine zoogdieren";"Faunapassage";"aanbrengen van faunapaasge onder de weg";"stadsdeel Nieuw West";"70.000";0;"Op termijn";"";"PASSAGE";"OP_TERMIJN";"POINT(4.818701,52.3859603)";"POINT(52.3859603,4.818701)";"4,818701";"52,3859603";
397;"";"Diemerzeedijk Ipenslotersluis";"O041";"sluis";"blokkade voor in- en uitrekkende vis";"Vissen";"Vispassage";"";"Stadsdeel Oost Waternet";"";2018;"Gerealiseerd";"";"VIS";"GEREALISEERD";"POINT(4.9691727,52.3605776)";"POINT(52.3605776,4.9691727)";"4,9691727";"52,3605776";
398;"";"Science Park";"O043";"rijweg";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"";"Stadsdeel Oost";"";2018;"In de planning";"";"PASSAGE";"INGEPLAND";"POINT(4.955075,52.3527079)";"POINT(52.3527079,4.955075)";"4,955075";"52,3527079";
399;"";"Science Park";"O044";"rijweg";"doodgerden dieren oa ringslang";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunagoot";"Aanbrengen van scherm langs om oversteken te voorkomen";"Stadsdeel Oost";"";2018;"Gerealiseerd";"";"GOOT";"GEREALISEERD";"POINT(4.9604931,52.3562399)";"POINT(52.3562399,4.9604931)";"4,9604931";"52,3562399";
400;"";"Diemerzeedijk Diemersluis";"O042";"blokkade in- en uittrekkende vis";"Sluis";"Vissen";"Vispassage";"Aanleg vispassage";"Waternet / Stadsdeel Oost";"";2018;"Gerealiseerd";"";"VIS";"GEREALISEERD";"POINT(5.012367,52.3438275)";"POINT(52.3438275,5.012367)";"5,012367";"52,3438275";
401;"";"Provincialeweg ";"ZO05";"Rijksweg A9";"Onderdoorgang zonder dekking";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Onderdoorgang";"aanbrengen van storsteen en sloot";"Stadsdeel Zuidoost ";"";2017;"Gerealiseerd";"";"ONDER";"GEREALISEERD";"POINT(4.9958231,52.3166312)";"POINT(52.3166312,4.9958231)";"4,9958231";"52,3166312";
402;"";"Stammerdijk";"Di";"Rijksweg A9";"Onderdoorgang zonder dekking";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Onderdoorgang";"Aanbrengen stortsteen tbv dekking";"gemeente Diemen";"";2017;"Gerealiseerd";"";"ONDER";"GEREALISEERD";"POINT(4.997175,52.3174116)";"POINT(52.3174116,4.997175)";"4,997175";"52,3174116";
404;"IJdoornlaan.JPG";"IJdoornlaan";"N041";"rijweg";"veel autoverkeer";"Amfibieën - Grote zoogdieren - Kleine zoogdieren";"Faunarichel";"Duiker van faunarichel voorzien en begeleidingshekwerk aangelegd";"Stadsdeel Noord";"";2017;"Gerealiseerd";"IJdoornlaan 2.JPG";"RICHEL";"GEREALISEERD";"POINT(4.9122455,52.4158222)";"POINT(52.4158222,4.9122455)";"4,9122455";"52,4158222";
405;"";"tramspoor A10";"Zu26";"Snelweg";"";"Amfibieën - Kleine zoogdieren - Reptielen - Vleermuizen";"Onderdoorgang";"";"stadsdeel Zuid";"";2010;"Gerealiseerd";"";"ONDER";"GEREALISEERD";"POINT(4.8533866,52.337841)";"POINT(52.337841,4.8533866)";"4,8533866";"52,337841";
406;"";"Bijlmerweide";"Zo25";"dam / duiker";"duiker voorzien van faunarichel";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"";"stadsdeel Zuidoost";"";2018;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.991521,52.3184542)";"POINT(52.3184542,4.991521)";"4,991521";"52,3184542";
407;"";"Bijlmerweide";"Zo26";"dam / duiker";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"duiker voorzien van faunarichel";"stadsdeel Zuidoost";"";2018;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.9898421,52.3210182)";"POINT(52.3210182,4.9898421)";"4,9898421";"52,3210182";
408;"";"Bijlmerweide";"Zo27";"dam / duiker";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"aanleggen faunarichel in duiker";"stadsdeel Zuidoost";"";2018;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.9857866,52.325556)";"POINT(52.325556,4.9857866)";"4,9857866";"52,325556";
409;"";"Bijlmerweide";"Zo28";"dam / duiker";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"duiker voorzien van faunarichel";"Stadsdeel Zuidoost";"";2018;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.9833991,52.3275598)";"POINT(52.3275598,4.9833991)";"4,9833991";"52,3275598";
410;"";"Bijlmerweide";"Zo29";"dam / duiker";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"duiker voorzien van faunarichel";"stadsdeel Zuidoost";"";2018;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.9819829,52.3287925)";"POINT(52.3287925,4.9819829)";"4,9819829";"52,3287925";
411;"";"Bijlmerweide";"Zo30";"beschoeiing";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Fauna uittreedplaats (FUP)";"";"stadsdeel Zuidoost";"";2018;"Gerealiseerd";"";"FUP";"GEREALISEERD";"POINT(4.9845129,52.3222894)";"POINT(52.3222894,4.9845129)";"4,9845129";"52,3222894";
412;"";"Bijlmerweide";"Zo31";"brug";"";"Kleine zoogdieren - Reptielen";"Faunarichel";"";"stadsdeel Zuidoost";"";2018;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.9904806,52.3222768)";"POINT(52.3222768,4.9904806)";"4,9904806";"52,3222768";
413;"";"Driemondweg";"Zo32";"weg";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"aanleggen van een faunapassage onder de rijweg ";"stadsdeel Zuidoost";"";2018;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(5.0039604,52.3071127)";"POINT(52.3071127,5.0039604)";"5,0039604";"52,3071127";
414;"";"Driemondweg";"Zo33";"rijweg";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"";"Groengebied Amstelland";"";2018;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(5.0026758,52.3055973)";"POINT(52.3055973,5.0026758)";"5,0026758";"52,3055973";

